name,,,,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Kuwait,Kuwait,Asia,https://public.flourish.studio/country-flags/svg/kw.svg,,,,,,,,,,,55498511024.76099,59407649076.06237,61725008613.06123,57669629423.31323,50177583545.27353,44018581866.80266,46926530603.94116,45121015041.36266,48439563892.52439,55172280797,44462929931.39364,36048439964.91037,31813071689.04593,34338543611,36138434512.31549,34597277928.21152,37561473256.39152,40621287789.92161,36537785304.65288,45998461858,33933574735.71981,20018165441.89733,36595073927.69772,49033910658.14973,53170492583.35624,55753669973.19332,56091050572.23278,57478364693.53628,59583253865.34681,58517304017.02128,61264446762.68066,61395143785.43756,63245767260.66061,74203741809.45625,81802426141.40483,90480882328.76852,97280315244.38992,103108938789.20062,105665789857.4582,98188818939.16351,95861205809.40904,105091330588.8952,112054550828.4526,113342579055.57466,113910328739.89333,114585555830.9162,117938416139.05482,112380895320.35275,115463874741.2426,118077765457.42076,112389026890.49176,114268887221.65704,121991940846.71709,119958084014.58704,116887023750.86156
Kyrgyz Republic,Kyrgyz Republic,Asia,https://public.flourish.studio/country-flags/svg/kg.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,4159487047,4296748804,4863920938,4999612218,5284729935,4864914940,4191715901,3543704782,2831946048,2678346337,2868093848,3152472635,3219362911,3337056039,3518703233,3705955298,3705313255,3965807641,4244477505,4237027793,4368498476,4741693830,5140072740,5288430380,5263491909,5576999925,5572083788,6180302892,6429000668,6678177512,6967733667,7297999869,7572252145,7920623120,7354379549,7759385792,8455209117,9217301874,10050558458.41373
Lao,Lao PDR,Asia,https://public.flourish.studio/country-flags/svg/la.svg,,,,,,,,,,,,,,,,,,,,,,,,,2109467955,2216417220,2324692155,2291546871,2245482172,2564130388,2736044527,2853600421,3012256546,3190357918,3450659812,3693284479,3949167184,4220557557,4388012740,4708617453,4981659930,5268175761,5579985581,5918523435,6294805132,6742212710,7323341972,7879683724,8496261313,9133631713,9912447860,10709275115.06964,11568812077.43863,12497359667.47016,13448654116.29744,14426380125.64883,15439521179.39865,16503694943.28559,17534839203.11156,18491844275.71057,18584864138.18996,19054754737.37994,19570648221.68624,20303702352.29504,21168286229.02264
Latvia,Latvia,Europe,https://public.flourish.studio/country-flags/svg/lv.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20300396490.51397,17743516527.96249,12044552669.12634,11444375037.42232,11694996755.26122,11584507029.72786,11850946177.85882,12937852902.71271,13785282610.37816,14173807644.00211,15001703493.70995,15970900289.34529,17195147700.31851,18644549496,20271313178.69164,22625890637.93034,25527665150.26612,28186253353.86816,27231101091.05873,22863227157.46372,22026145288,22694935010.91072,24352854611.11884,24863312429.90554,25384188823.06401,26344565876.89022,27016796481.33211,27935083541.20502,29139005429.85477,29335802338.52588,28318076614.16228,30284070900.41112,30831235008,31711225667.41297,31570906307.77998
Lebanon,Lebanon,Asia,https://public.flourish.studio/country-flags/svg/lb.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13590690651.83093,7821290497,9896526026,14790098775.87897,17221346342.70575,19075339624.59172,20621442059.16525,21951290517.48259,24428699054.15469,24686413686.45712,25591349425,25456845224.22955,25798443405.56547,26789018310.96087,27706046545.31269,28600147893.72675,30510478932.49987,31329923063.10073,31815384920.71265,34777595316.00503,37931620043.70152,41812842419.74392,45147473284,45539055323.50657,46707037069,48494923363.26254,49699566407.48328,49929337836.81592,50705514062.86077,51163399287.70336,50199119756.20081,46727888411,36728167162.87392,34156740537.16038,33944395264.17689,33686219465.27481,
Lesotho,Lesotho,Africa,https://public.flourish.studio/country-flags/svg/ls.svg,193508327,197116861,227338452.1,251470587.8,272219723.2,278083623.4,276955934.8,307177536.8,306049826.5,310786059.9,317552093.6,333790811.2,333114189.3,421072594.9,467306740.3,404157255.4,448813112.6,546694921.3,646832345.9,665551148.6,647283238.9,651779515.1,680830657.1,694353079.8,732784813.3,751912323.9,787138333.8,792882304.4,861085398.6,910987402,966060902.4,1033362572,1105247043,1144038630,1212450693,1252351696,1322446272,1371424437,1392512226,1399140933,1453365294,1505128088,1516022748,1585150007,1611976677,1667849759,1738401392,1811204149,1911244555,1887282177,1986735735,2078451680,2210102550,2249719203,2288201773,2359686725,2444845631,2368122099,2333058898,2299976266,2112391150,2160272945,2211855515,2252257826,2314470552
Liberia,Liberia,Africa,https://public.flourish.studio/country-flags/svg/lr.svg,2785350370,2853312513,2891678327,2957448412,3109815009,3258892895,3509914204,3746685675,3925360308,4211459134,4492076772,4712405513,4907522458,4796809969,5024811956,4850521857,5108120174,5189236333,5439161405,5616740217,5386545754,5271448731,5143197692,5045638801,4939311263,4897657154,4815445174,4767213639,4669871991,3424489545,1676942910,1438394192,933723838.5,625824712.1,489630571,468741927.1,525559090.7,1084122317,1411615368,1718520972,2210291804,2274838397,2360440967,1648882905,1692081112,1781443511,1924741223,2108270598,2258921103,2378656131,2523749999,2730716886,2949005327,3205193908,3227674917,3227075700,3176896008,3254893759,3292571599,3211334058,3115556300,3270920146,3428189426,3588757485,3760763574
Libya,Libya,Africa,https://public.flourish.studio/country-flags/svg/ly.svg,4206979770,4623294239,6127004092,8272704007,12001351827,15379597827.50839,18238997837.31626,20265366359.08232,27128012832.17429,30678497533.50998,32197312918.52756,30498091672.39125,33281298886.21201,33925831081.57495,41455139017.54638,43125063344.10657,52992488552.47772,57683765284.06828,59590166894.87032,64928319576.72243,65373260707.15591,52828013781.86758,54310397842.61756,52967721371.27172,50297204631.86246,54485341416.06667,48299889590.74037,41198814143,44321281890.35322,47512155858.16888,49279670598.26362,56994467920.73385,55448621740.54628,53361983286.40693,54394423864,53186646293.09747,54321714851.09613,57153327139,55123101078.17608,55536336508.48701,57579668503.44214,56564631725.48585,56022234980.53395,63314109952.65104,66138956972.57677,73990151521.38853,78799900129,83709120342.15475,83573471186.92542,79896086548.96696,83912660700,41672273290.57274,77854953189.63197,63842648631,49131511071.10638,48717501321.30524,47991152062.80314,63584342257.96058,68633808773.51878,60949510655.87083,42996651437.74799,55179091532.87811,50625917039.57107,55767393124.56528,55429536117.60654
Liechtenstein,Liechtenstein,Europe,https://public.flourish.studio/country-flags/svg/li.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6268515276,,,,,,,,,
Lithuania,Lithuania,Europe,https://public.flourish.studio/country-flags/svg/lt.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30815380911.68072,29066403739.81539,22887185525.00899,19173313427.54876,17300837660.99268,17870049092.55024,18768366411.83127,20326259134.81916,21843195078.86926,21603573442.03485,22342117971,23790809197,25389513378.75701,28068588416,29893617960.05685,32204827117,34586529059,38417999935.54752,39416661070.63589,33567775753.98726,33711177146.50904,35842949499.08968,37413912227.18652,38928020774.41468,40396597406.97144,41540954817.20389,42650896790.50777,44618059836.15025,46812540124.59277,49002127329.26305,49023107999,52150790162.91309,53474129886.97055,53657151896.42733,55144866855.24728
Luxembourg,Luxembourg,Europe,https://public.flourish.studio/country-flags/svg/lu.svg,8747570888,9082601376,9206004653,9522609145,10271641280,10196151536.40732,10308911195.55083,10331253782.44936,10763500260.79495,11836928851.53408,12045250966.97718,12366526037,13182493346.43194,14278312012.36222,14879781081.23658,13901975445.05319,14254297206.61062,14478058109.73271,15068034768.24503,15421471918.18391,15551149193.95677,15465469051,15640429654.36446,16107934816.47229,17104523016.78395,17582030660.86235,19337409139.63685,20101425485.98659,21802666470.01774,23938904806.99137,25212438591.84629,27391849867.66587,27890286478.23759,29061858948.06026,30172289819.16122,30604417413.62041,31032290274.72415,32714187913.56809,34897700608.28848,37750651094,40369840252.80901,41610952660.80856,42953079744.25464,44078183528.93449,45943523456.19678,47084243707.17305,49917168650,53959794029.79924,53797819880.85566,52055333192.70038,54012829512.59005,54576884709.75037,55477349891.77918,57236974872.26056,58738350400.01694,60071584216.13747,63062061883.62996,63892707251.43045,64922207640.64356,66707126419.27334,66366885630.95081,70965934440.76743,70188819483.62811,69701966860.50879,70421024000.27252
Madagascar,"Macedonia, FYR",Europe,https://public.flourish.studio/country-flags/svg/mk.svg,4151435155,4236482815,4332696293,4292428143,4462516417,4442334514,4534048838,4784716703,5111454772,5301663360,5581403272,5800716981,5726895808,5576938282,5688860706,5760465920,5583685378,5715683721,5563543311,6111811048,6170038735,5565374939,5459632815,5508769511,5605733877,5670555452,5781711091,5849641181,6048934315,6295421170,6492398920,6082965418,6154798241,6284044276,6281398611,6386837686,6524423229,6765402319,7030408176,7360783017,7688842733,8148653657,7137571065,7835974695,8247912168,8640170094,9106610407,9626649241,10272850829.86061,9864124029,9925206606,10081868751.87458,10385448752.87563,10624353147.15866,10979121878.07353,11323020701.30168,11775165456.53459,12238318933.71647,12629254472.20122,13186360203.14424,12245161113,12814644792.23102,13347233960.44381,13908224364.62282,14492369787.93452
Malawi,Malawi,Africa,https://public.flourish.studio/country-flags/svg/mw.svg,944667422.1,1016836214,1023632389,1009392859,1036253845,1177355282,1333343511,1430431584,1402923252,1485448247,1492567971,1734641057,1842732595,1885127636,2020403709,2143382123,2250502601,2361183025,2591281917,2705198654,2716201952,2572511629,2636913268,2734972403,2881575239,3013291524,3006818902,3055686904,3152774981,3195170016,3377048507,3671872669,3402615041,3732391067,3350187440,3910634176,4196762834,4355921669,4525595860,4663277074,4736773940,4501121160,4577640221,4838823865,5101112195,5267853576,5515442682,6044925173,6506741521,7048630103,7533157578,7904743382,8054933506,8490733601,8968360291,9219474379,9449961239,9827959688,10255826273.66595,10842133933.72083,10928176722,11426314939.90642,11531564448.64998,11749794461.14952,11964445581.27501
Malaysia,Malaysia,Asia,https://public.flourish.studio/country-flags/svg/my.svg,10075053649.80717,10840555622,11536630908,12383281583.84062,13046897050.92366,14049533277,15147744693.75706,15732015396.77184,16987114742.20676,17817535562.97873,18884189212.42743,20779153503.24442,22729992899.48981,25389647919.05968,27501726905.73845,27722034464.78219,30927669086.16428,33325509326.09296,35542952796.75249,38865898972.06348,41758231849.79932,44657131817.38345,47311173244.66512,50269176995,54170965009.80418,53615577053.76073,54280729183.04321,57098947792.52003,62773281162,68460289886.50353,74627553679.50897,81751102498.17316,89014784403.71443,97822746879.14008,106834219205.04814,117335045630.59125,129071719045.01717,138523307832.50473,128328802476.7162,136205126470.55664,148271359064.94803,149038923296.25912,157073594223.9318,166165798103.90192,177437551536.37424,186898768708.90088,197336779111.68225,209766600383.97195,219902039818.7784,216573759299.07968,232654030399.22733,244970531973.6761,258378881826.4732,270506469604.1013,286755041078.0301,301355266964.94727,314764917575.08777,333061328477.26807,3.49192E+11,364602265936.1401,344706479641.2438,356134704342.13947,387694727478.7773,4.01479E+11,422011432356.5725
Maldives,Maldives,Asia,https://public.flourish.studio/country-flags/svg/mv.svg,,,,,,,,,,,187964776.6,197752528,202546528.7,205742529.1,217527780.8,200149528.4,201348028.5,224004421.5,256898850,284295074.1,337096793.4,376755239.8,365406574.5,424808146.8,539317202.1,622458577,680724366.7,740826580.9,805503273.4,880631019.8,1029918210,1044776799,1114472034,1176400670,1267565679,1432169027,1544718138,1674442651,1799936822,1911094725,1984591802,1906326759,2044885954,2326058788,2463875273,2188480301,2705624151,2898626610,3158820512,2895352808,3091816044,3365238506,3445643750,3685976102,3975719123,4129505319,4392772971,4703536564,5106580523,5460112147,3663253192,5037261437,5733717714,6004715686,6312995521
Mali,Mali,Africa,https://public.flourish.studio/country-flags/svg/ml.svg,,,,,,,,2208088440,2289973417,2295263242,2436122511,2498706401,2644731214,2606247312,2566402323,2864747854,3255025017,3461675072,3411014276,3765612310,3602717952,3657075915,3387241017,3448918400,3439019620,4136680975,4248066111,4242154320,4555637691,4745944358,4627182079,5170654044,5004228141,5162970674,5358127561,5407477116,5789017097,6068570141,6528062103,6900223245,6896025496,7956374890,8203524419,8951607256,9091252209,9773522017,10423877692.96134,10827805889.25356,11535657885.44326,12070163729.57492,12905626894.07407,13424321494.39641,13347723847.81196,13665683441.87263,14704621766,15583181170.41047,16518961030.43618,17406945659.59011,18254289663.76778,19167003985.77026,18942927332.09755,19530336378.59445,20215515808.51838,21169114244.25164,22228532291.15232
Malta,Malta,Europe,https://public.flourish.studio/country-flags/svg/mt.svg,,,,,,,,,,,948271466.8,971541988,1028263786,1070897026,1178376577,1408867989,1648616316,1849486528,2055910645,2271591567,2431732213,2512265398,2569656902,2553920578,2577987983,2644636182,2747385323,2860316993,3100990824,3354624138,3565676657,3788762970,3966491271,4144219794,4378413969,4656114550,4831991626,5086008503,5346697004,5599059817,6701025856,6650321027,6832614316,7085028943,7113876329,7318803721,7489779959,7867015006,8213960298,8099347414,8601291930,8686613622,9042989790,9611949002,10345449265.81022,11340795032.93036,11803240820.17334,13334371305.76669,14292992131.52948,14876818843,14377204308.23712,16289342191,16984786096.09327,18139125340,19221900877.32652
Marshall Islands,Marshall Islands,Oceania,https://public.flourish.studio/country-flags/svg/mh.svg,,,,,,,,,,,45931280,46992252,47500634,63614160,73361848,73406056,73671297,75461688,79705581,81407557,75550102,80412894,84297825,97370735,101135112,94806793,118074749,129130978,139189050,136834516,140496545,140619900,150661400,159710500,169097800,182986300,164133300,153553800,152518700,150483000,154176500,164861000,170855000,168186800,167500000,170500000,170800000,177100000,163700000,169700000,179100000,178200000,175900000,182600000,180300000,183700000,188300000,195000000,205700000,227200000,220900000,223600000,221100000,212400000,218285536.1
Mauritania,Mauritania,Africa,https://public.flourish.studio/country-flags/svg/mr.svg,,1064724230,1072460606,1051185480,1342268057,1558887712,1562488150,1618224178,1783225478,1805489621,2021894364,2059155581,2044063867,1950348507,2187561811,2075244196,2252596743,2210279603,2199124016,2304462932,2382151222,2464342310,2406678570,2496576246,2416015114,2488368981,2630543917,2680534357,2726650215,2856918259,2806313536,2856492871,2910027139,3080951582,2986651906,3279935161,3470788902,3330406023,3422918202,3548648091,3409611141,3382351510,3429078154,3666653932,3840187785,4169149304,4933487730,4836326500,4820314428,4825032355,4951459275,5158072940,5388639481,5612311839,5852228253,6166863897,6244622453,6636194356,6952885074,7171275535,7145411800,7198481874,7687691069,8187943518,8613716581
Mauritius,Mauritius,Africa,https://public.flourish.studio/country-flags/svg/mu.svg,956645875,1175230800,1184708882,1349318561,1256357354,1296522846,1250260258,1305073286,1215158229,1275101631,1269971348,1324244380,1434770611,1606680325,1748258203,1764099001,2183115628,2326057723,2415164484,2500094365,2248553408,2380821255,2511696807,2521336582,2639798700,2823382853,3098437751,3373921085,3603055765,3763937559,4034441844,4213387344,4487792562,4715865005,4910919919,5121487228,5407667941,5715227834,6062253049,6220534375,6730791856,6956107854,7068443338,7487280095,7811480810,7950333241,8337160252,8814630767,9289471624,9597424761,10017523547.31516,10425991883,10790496900.17071,11153101416.19644,11579927241.39869,12007291045.64891,12471068851.58116,12962177523.43189,13481538349.27602,13871328044.45689,11853530018.69473,12257000314.84436,13322509534.08515,13989676007.37831,14646337854.91783
Mexico,Mexico,Americas,https://public.flourish.studio/country-flags/svg/mx.svg,152252652598.1642,159865285229.1733,167322065049.68683,180886675668.2089,202422104047.75836,216794073430.03137,230010142146.03503,243477063182.70493,266420585705.06656,275528493194.70166,293444689475.72766,304485451090.47485,329540972155.16205,355446582966.1849,375980117959.81287,397578239621.81433,415141036255.0677,429216973068.5917,467661689807.7449,513016316151.07776,557939217939.5057,611422385110.1249,611119202970.6478,582860269037.9332,603338559538.2106,6.14918E+11,590751900363.9148,602941257834.7858,610286657414.9584,632412287313.3981,665614206228.3672,692078394544.0153,716775997867.6581,737325961817.3043,7.69725E+11,724231953305.7703,769266848280.5299,824645415973.1555,875650385850.5571,899774820117.2113,945027051125.4526,940766441523.8467,938540700997.0867,949667522103.3608,983527357549.2051,1004311721055.2231,1052569035001.2168,1074439987418.1968,1084575522274.8344,1016298775559.5789,1066822388004.7528,1103564231790.7556,1142776194764.4856,1152513808434.987,1181370028487.2402,1213294467779.9788,1234800030129.9185,1257912134728.8225,1282719194482.4548,1277682077998.636,1170944075562.0627,1241768434263.698,1287850323410.0095,1330290026507.729,1349633274638.138
"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",Oceania,https://public.flourish.studio/country-flags/svg/fm.svg,,,,,,,,,,,100761872,103080981.6,104180768.5,139529311.5,160915356.1,161034897.1,161608701.8,165529675.2,174865895.2,178571694.7,165720941.3,181835189.7,177069172.8,180486602.2,173352872,202043944.3,218165732.3,220783197.6,226410748,234394017.1,243162525.9,261223036.4,271692897.6,293810479.3,292240000.2,312739072.2,302786553.1,284434849.5,292542710,296563529.3,310899125,317638182,319375655.5,324396608.3,314404696.3,320824422.5,320564377.4,314678221.4,307099219.8,310456119,317470533.4,327593318.7,321477741.9,309648107.5,302508316.5,316489900,318022033.3,320639498.6,320639498.6,333726825.1,328143728.2,338315214.4,328484228.3,330068007.6,332441472.2
Moldova,Moldova,Europe,https://public.flourish.studio/country-flags/svg/md.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11137693132.55549,9355662201,6633164508,6553566539,4528514463,4465115304,4202697785,4271918931,3992441789,3857966190,3939281164,4179577331,4505584348,4802952913,5158371416,5545249280,5811421236,5985763886,6452653478,6065494253,6496144351,6874100823,6833561916,7451580072,7824131196,7797667197,8159947935,8500675704,8847128858,9161406662,8403210633,9573777856,9133384075,9242984684,9252510450
Monaco,Monaco,Europe,https://public.flourish.studio/country-flags/svg/mc.svg,,,,,,,,,,,1764785206,1857049235,1943370634,2070734432,2163391744,2142349785,2236862305,2316343303,2407921124,2493021991,2535040816,2558423484,2620654307,2651970428,2691339343,2737326250,2804455472,2874134249,3006304229,3131476494,3214255640,3246884485,3291257692,3261178239,3333433694,3404007586,3441816981,3518819006,3642092596,3762301282,3909415913,3994943522,4035951521,4079843968,4180635804,4259876165,4507700786,5158500738,5197028095,4607841718,4703003769,5033265481,5084213121,5571133211,5971532102,6264756528,6453228194,6246325874,6602235351,7072373237,6136054330,7500235157,8328781592,8748833913,
Mongolia,Mongolia,Asia,https://public.flourish.studio/country-flags/svg/mn.svg,,,,,,,,,,,,,,,,,,,,,,2484401291,2691653428,2848685511,3017709971,3190107887,3489180327,3609858809,3794249397,3952780564,3826905841,3494212070,3170771528,3070296388,3135828262,3335782059,3410339918,3543231097,3661572769,3773996565,3817248911,3929961222,4115965440,4404273778,4872245747,5225662153,5672782077,6254129712,6810770268,6724368909,7152385862,8389088994,9422609645,10520241544.91486,11349786311.98745,11619892590.69412,11793003947.89261,12457761002.74318,13422599720.36155,14174566537.45549,13528524951.02866,13749955731.69355,14441951078.83798,15513848972.87036,16268442809.31065
Montenegro,Montenegro,Europe,https://public.flourish.studio/country-flags/svg/me.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736010100,2870074755,2600287782,2680896704,2710382244,2761986207,2830556913,2955838797,3079410727,3343205923,3570883265,3828799329,3606916694,3705541738,3825173339,3720983620,3853040581,3921767212,4054730078,4174315434,4371195572,4593160023,4779777588,4048142111,4576160080,4869340027,5177944070,5335369922
Morocco,Morocco,Africa,https://public.flourish.studio/country-flags/svg/ma.svg,,,,,,,11518527478.32753,12673702326.06399,13927351920.67054,15091980118.08935,15803334620.78179,16687830454.16684,17094552490.34221,17703000748.88391,18693669512.44956,20106578472.10741,22280658838.11357,23630681317.06803,24158274887.31537,25316371177.79627,26238435141,25780985097.38512,28090283843.63425,28479775173.60373,30307717167.68078,32128499365.91124,35107166524.27359,34993066802,39148576061.22846,40262823843.63647,41636515790.18775,44641043473.69148,43704591004.54404,43380918430.90018,47974090255,45380875814.10277,50995795428.84657,50199902853.47819,53833649265,54747239388.77246,56160912155.75732,60497559620.77893,62754238001.60605,66626866131.84587,69672633474.86617,71896757928.96176,77498104932.52211,80164867241.31671,84721870674.82365,87895356582.82315,90971304769.44225,95997146621.96564,98936909179.35236,103015299181.34804,105816536606.04016,110413823841.59187,110989284688.17365,1.16603E+11,120177639735.15855,123651944968.71307,114775951852.2128,124135631043.72676,126031434844.7856,130320714718.83437,134538562550.53345
Mozambique,Mozambique,Africa,https://public.flourish.studio/country-flags/svg/mz.svg,,,,,,,,,,,,,,,,,,,,,2851825334,2994416685,2787801951,2350116988,2197359386,2219332908,2168288339,2487026735,2690962807,2865875512,2894534062,3037102926,2806992351,3114089525,3314642611,3385008954,3747066498,4189780379,4624228448,5170672900,5210292404,5879902616,6448401314,6913827632,7481086790,7953294767,8741520167,9410189984,10057425620.58292,10653727556.93692,11365367724.13287,12176179698,13149604768.38121,14013719723.48587,15093136077.35333,16208985769.61496,16970320249.58275,17418032489.64705,18025039081.86916,18442825951.87988,18217911539.74022,18651030677.51132,19465045724.74044,20523332839.00756,20903378791
Myanmar,Myanmar,Asia,https://public.flourish.studio/country-flags/svg/mm.svg,2819978877,2833276800,2949069211,3342749158,3145726893,3482088444,3313145218,3116832787,3492702256,3607672972,3787310936,3943725456,4039788352,4000678162,4214409420,4389421587,4656315812,4933473074,5255027822,5528356401,5967227079,6346489388,6702138811,6996435938,7341551094,7550858733,7471019822,7171758277,6357588760,6592520573,6778227479,6734127185,7384707337,7830700107,8416276600,9001043827,9580955459,10122431105.69123,10716234490.64591,11889140284.79199,13523413252,15057508855.13178,16868251605.33614,19203491833,21808380518.71401,24767548771.82861,28006178558.38496,31364521323.47256,34581048770.24125,38229352561,41912536386.46468,44256068472.78587,47501220126.71228,51503673421.48496,55711475876.24586,59607290407.61913,63101751663,66973743449,71172235146,75854734833.60269,68991135073.50641,60700903302.88102,63151698289.33271,63756973610.29665,63137226234.87643
Namibia,Namibia,Africa,https://public.flourish.studio/country-flags/svg/na.svg,,,,,,,,,,,,,,,,,,,,,3477739161,3511523641,3497544590,3433768600,3425634294,3441535104,3605602363,3733737147,3764097991,3834060338,3912561187,4232045773,4536302039,4464649372,4541882426,4718971067,4869568738,5075069423,5242119678,5418741286,5607973667,5674032720,5945742924,6197830194,6958275951,7134269026,7638888382,8049405616,8262699735,8287154923,8787636884,9235045192,9702493818,10247261642.73076,10871578021.66687,11335161084,11338991738.87427,11222512162.97391,11341464002,11246291861.58804,10335184546.16431,10707646943.93639,11285723330.95202,11787126128.55362,12224610615.97613
Nauru,Nauru,Oceania,https://public.flourish.studio/country-flags/svg/nr.svg,,,,,,,,,,,265597277,273295314.2,281216471.5,289367215.2,297754197.6,306384268.2,297754197.6,289367215.2,281216471.5,273295314.2,265597277,258116072.8,250845596,243779909.7,236913245.4,230239999,223754720,217452114.5,211327039,205374489.8,199589610,161680010.5,135390360.3,113568990.9,109178266.5,100527536,88605471.93,80672081.32,71162476.19,66488375.31,61929803.67,57742674.61,51984931.05,52132909.72,49883465.12,49706055.13,53845953.57,41900064.55,50439677.99,47588861.29,47512730.1,54352013.42,68091833.09,70575646.41,82166521.7,84383388.64,88065238.87,82771434.82,81762350.04,88701305.32,90459205.08,96978233.32,99840563.67,100485943.4,102254748.8
Nepal,Nepal,Asia,https://public.flourish.studio/country-flags/svg/np.svg,3312007762,3375209679,3439686985,3504872894,3768875642,3723528944,3985689329,3923054321,3949553904,4125839146,4232120438,4181530377,4311902146,4291354369,4563151176,4629612136,4833247301,4979065088,5198429820,5321574269,5198145984,5631773978,5844619816,5670601763,6219580093,6601767395,6903181024,7020232623,7560566499,7887912410,8253520017,8779116585,9139622809,9491484581,10271305209.26498,10627560489,11193827112.98746,11758960072.89875,12113656106.95345,12648180059.61012,13432367221.01945,14077106359.82018,14094019042.68254,14650033416,15336036356.97261,15869604827.46403,16403555897.10579,16963173094.56669,17998713599.31709,18814609456.19816,19720799061.81213,20395607080.04781,21348110877,22100664484.63612,23429242138.20948,24360801286.76381,24466311259.28805,26662720369.24917,28695053195.34565,30605298792.54478,29880069318.72614,31325711777.16738,33089761144.51035,33745781686.65092,34982690898.44148
Netherlands,Netherlands,Europe,https://public.flourish.studio/country-flags/svg/nl.svg,165062637640.44943,165550474773.89407,176879933635.04288,183291161792.66647,198458329344.2983,215611271157.4304,221521401056.9152,2.33218E+11,248181328024.30887,264138020129.7201,280356573733.2582,292459511974.24207,302794664266.0424,319279481311.8779,330258601497.88403,330265301638.3752,344982946319.4287,353678035787.57465,363214067825.1324,3.7053E+11,3.75502E+11,372559517529.8984,367936960746.4237,375553101273.3721,387051331968.9735,397037952226.5992,408103304156.19165,415984792778.2153,430299740004.6905,449319496512.5004,468115532100.4472,479533499921.0517,487714681270.6277,493847948232.9969,508471242744.7165,524315389158.0981,542250002539.8818,565287382969.5444,591560723040.1073,621395031368.0109,647616371669.3451,662664228363.7405,664292962005.2372,664942855515.3616,678350164553.8378,692147558366.8713,716631413729.7045,7.44475E+11,760233900200.2368,732369119343.4105,742031413974.4465,755190192159.8337,747805361887.6843,747579281182.5648,759634819525.5804,775743675302.7341,794549918521.0222,816650691531.9177,835096710412.6129,8.54305E+11,821260592382.7004,872809729132.8394,916513359459.6711,917196719472.4653,9.26182E+11
New Zealand,New Zealand,Oceania,https://public.flourish.studio/country-flags/svg/nz.svg,42169502939.44289,43567695918,44909961495.64841,47650420051.85394,50558660811.30777,53648670594.01485,57000887530.25934,54384875094.85365,54358308883.57654,59899960124.01352,59062793729,61298590947,64436532490,69462760982.07118,73625970473.61977,72351001835.67955,73023006889.81108,70148574828,70372042491.12144,71914438834.36041,72838001601.12428,76229086932.02635,76937776425.77658,79624078134,83440220876.98055,84788059636.10765,87082121110.61769,87927548030.04501,87616568094.83406,87757994039.94563,87892387205.90547,86933663000.67822,87884573621.17184,93501741195,98288327599.06366,102929582187.08405,106647274008.34052,108864761861.00166,109799263892.1222,115703970647.01096,119024733715.31007,123084659196.38832,128886227124.25188,134980022138.23608,140497957984.6184,145208752801.01212,149245237527.88937,153806793428.76163,152242519171.1332,152185479818.28036,154405312544.98257,157637781921.49423,161367975232.59506,165546666710.1658,171881119396.75803,178224167087.9897,1.84959E+11,191208740301.49576,197844796498.7538,202429793153.8271,2.01808E+11,210960637812.92056,218336637842.8635,221380800380.1855,221100836865.7812
Nicaragua,Nicaragua,Americas,https://public.flourish.studio/country-flags/svg/ni.svg,2980615374,3204094266,3553045711,3939101155,4399916078,4819014941,4978097197,5325046369,5396559615,5733181025,5810798354,6002831090,6136137334,6529894124,7456644457,7445217381,7833072593,8488581747,7823178770,5751695781,6016948592,6339655005,6287900476,6577974632,6474957371,6210659228,6147477622,6104054733,5344110782,5251218576,5248461701,5238527334,5258766205,5238102617,5412936136,5732943937,6096657285,6338490398,6573754971,7036282429,7324881903,7541760192,7598620454,7790161380,8203988040,8555315487,8910613085,9362947173,9684631534,9365749046,9778787862,10396483140.37171,11071852873.36387,11617373486.86487,12173318263.91738,12756696261.06763,13338803114.22445,13956550774.57174,13487142194.60882,13096437236.41477,12803529948.20662,14142060836.74495,14644146345.71887,15292551634.57552,15841222424.94212
